drug	protein	Kd	y
5291	117	10000.0	5.0
5291	118	3100.0	5.50862
5291	119	2500.0	5.60204
5291	120	40.0	7.39686
5291	121	10000.0	5.0
5291	122	10000.0	5.0
5291	123	10000.0	5.0
5291	124	10000.0	5.0
5291	125	10000.0	5.0
5291	126	10000.0	5.0
5291	127	10000.0	5.0
5291	128	10000.0	5.0
5291	129	10000.0	5.0
5291	130	10000.0	5.0
5291	131	10000.0	5.0
5291	132	10000.0	5.0
5291	133	10000.0	5.0
5291	134	10000.0	5.0
5291	135	1900.0	5.72122
5291	136	10000.0	5.0
5291	137	10000.0	5.0
5291	138	10000.0	5.0
5291	139	10000.0	5.0
5291	140	10000.0	5.0
5291	141	10000.0	5.0
5291	142	10000.0	5.0
5291	143	10000.0	5.0
5291	144	10000.0	5.0
5291	145	10000.0	5.0
5291	146	10000.0	5.0
5291	147	10000.0	5.0
5291	148	10000.0	5.0
5291	149	10000.0	5.0
5291	150	10000.0	5.0
5291	151	10000.0	5.0
5291	152	10000.0	5.0
5291	153	10000.0	5.0
5291	154	10000.0	5.0
5291	155	10000.0	5.0
5291	156	10000.0	5.0
5291	157	10000.0	5.0
5291	158	10000.0	5.0
5291	159	31.0	7.50724
5291	160	10000.0	5.0
5291	161	10000.0	5.0
5291	162	10000.0	5.0
5291	163	10000.0	5.0
5291	164	10000.0	5.0
5291	165	10000.0	5.0
5291	166	10000.0	5.0
5291	167	10000.0	5.0
5291	168	10000.0	5.0
5291	169	10000.0	5.0
5291	170	10000.0	5.0
5291	171	7800.0	5.1079
5291	172	10000.0	5.0
5291	173	10000.0	5.0
5291	174	10000.0	5.0
5291	175	10000.0	5.0
5291	176	10000.0	5.0
5291	177	10000.0	5.0
5291	178	10000.0	5.0
5291	179	1700.0	5.76953
5291	180	10000.0	5.0
5291	181	10000.0	5.0
5291	182	10000.0	5.0
5291	183	10000.0	5.0
5291	184	10000.0	5.0
5291	185	10000.0	5.0
5291	186	10000.0	5.0
5291	187	10000.0	5.0
5291	188	10000.0	5.0
5291	189	10000.0	5.0
5291	190	10000.0	5.0
5291	191	10000.0	5.0
5291	192	10000.0	5.0
5291	193	10000.0	5.0
5291	194	10000.0	5.0
5291	195	10000.0	5.0
5291	196	10000.0	5.0
5291	197	10000.0	5.0
5291	198	10000.0	5.0
5291	199	10000.0	5.0
5291	200	10000.0	5.0
5291	201	10000.0	5.0
5291	202	10000.0	5.0
5291	203	10000.0	5.0
5291	204	10000.0	5.0
5291	205	10000.0	5.0
5291	206	4300.0	5.36652
5291	207	10000.0	5.0
5291	208	10000.0	5.0
5291	209	10000.0	5.0
5291	210	10000.0	5.0
5291	211	10000.0	5.0
5291	212	10000.0	5.0
5291	213	10000.0	5.0
5291	214	10000.0	5.0
5291	215	10000.0	5.0
5291	216	10000.0	5.0
5291	217	10000.0	5.0
5291	218	10000.0	5.0
5291	219	10000.0	5.0
5291	220	2600.0	5.58501
5291	221	10000.0	5.0
5291	222	10000.0	5.0
5291	223	10000.0	5.0
5291	224	10000.0	5.0
5291	225	10000.0	5.0
44259	0	1.2	8.88606
44259	1	550.0	6.25956
44259	2	110.0	6.95821
44259	3	470.0	6.32781
44259	4	8900.0	5.05061
44259	5	4600.0	5.33723
44259	6	10000.0	5.0
44259	7	20.0	7.6968
44259	8	44.0	7.35556
44259	9	32.0	7.49349
44259	10	3.7	8.42022
44259	11	12.0	7.91721
44259	12	110.0	6.95821
44259	13	17.0	7.767
44259	14	19.0	7.71897
44259	15	23.0	7.63639
44259	16	6.8	8.16115
44259	17	5.6	8.24413
44259	18	170.0	6.7693
44259	19	2300.0	5.63825
44259	20	170.0	6.7693
44259	21	10000.0	5.0
44259	22	2300.0	5.63825
44259	23	27.0	7.56703
44259	24	1.1	8.92082
44259	25	23.0	7.63639
44259	26	0.16	9.58503
44259	27	1.3	8.85387
44259	28	0.32	9.37675
44259	29	0.55	9.18709
44259	30	41.0	7.38616
44259	31	0.039	9.85699
44259	32	0.16	9.58503
44259	33	19.0	7.71897
44259	34	70.0	7.15428
44259	35	7.0	8.14874
44259	36	50.0	7.30016
44259	37	84.0	7.0752
44259	38	45.0	7.34582
44259	39	510.0	6.29234
44259	40	100.0	6.99957
44259	41	330.0	6.48135
44259	42	510.0	6.29234
44259	43	5100.0	5.29242
44259	44	340.0	6.46839
44259	45	3.2	8.48149
44259	46	74.0	7.13018
44259	47	32.0	7.49349
44259	48	8.2	8.08092
44259	49	910.0	6.04091
44259	50	9.6	8.01323
44259	51	12.0	7.91721
44259	52	330.0	6.48135
44259	53	970.0	6.01318
44259	54	2400.0	5.61977
44259	55	73.0	7.13608
44259	56	3500.0	5.45592
44259	57	780.0	6.10785
44259	58	10000.0	5.0
44259	59	940.0	6.02683
44259	60	230.0	6.63808
44259	61	1.4	8.82391
44259	62	1.6	8.76955
44259	63	1.0	8.95861
44259	64	110.0	6.95821
44259	65	19.0	7.71897
44259	66	42.0	7.37572
44259	67	1500.0	5.82388
44259	68	3.5	8.4437
44259	69	21.0	7.67572
44259	70	4.0	8.38722
44259	71	250.0	6.60189
44259	72	1100.0	5.95857
44259	73	1200.0	5.92078
44259	74	27.0	7.56703
44259	75	95.0	7.02182
44259	76	630.0	6.20059
44259	77	190.0	6.72102
44259	78	240.0	6.61961
44259	79	2100.0	5.67776
44259	80	10000.0	5.0
44259	81	190.0	6.72102
44259	82	10000.0	5.0
44259	83	770.0	6.11345
44259	84	8400.0	5.07572
44259	85	7300.0	5.13667
44259	86	3100.0	5.50862
44259	87	1600.0	5.79585
44259	88	21.0	7.67572
44259	89	64.0	7.19314
44259	90	23.0	7.63639
44259	91	90.0	7.04528
44259	92	100.0	6.99957
44259	93	310.0	6.5085
44259	94	250.0	6.60189
44259	95	150.0	6.82362
44259	96	3.3	8.46852
44259	97	33.0	7.48017
44259	98	17.0	7.767
44259	99	16.0	7.79317
44259	100	37.0	7.43063
44259	101	69.0	7.16052
44259	102	20.0	7.6968
44259	103	190.0	6.72102
44259	104	4.3	8.35655
44259	105	210.0	6.67757
44259	106	5.8	8.22915
44259	107	31.0	7.50724
44259	108	110.0	6.95821
44259	109	40.0	7.39686
44259	110	13.0	7.88273
44259	111	1.7	8.74473
44259	112	19.0	7.71897
44259	113	10000.0	5.0
44259	114	9.8	8.00436
44259	115	12.0	7.91721
44259	116	220.0	6.65738
44259	117	910.0	6.04091
44259	118	110.0	6.95821
44259	119	38.0	7.41908
44259	120	30.0	7.52143
44259	121	480.0	6.31867
44259	122	9200.0	5.03621
44259	123	61.0	7.21396
44259	124	0.037	9.86328
44259	125	8.2	8.08092
44259	126	880.0	6.05547
44259	127	4.0	8.38722
44259	128	0.7	9.09691
44259	129	3.0	8.50864
44259	130	5.4	8.25964
44259	131	21.0	7.67572
44259	132	28.0	7.55129
44259	133	70.0	7.15428
44259	134	3.4	8.45593
44259	135	33.0	7.48017
44259	136	6.4	8.18709
44259	137	190.0	6.72102
44259	138	30.0	7.52143
44259	139	170.0	6.7693
44259	140	17.0	7.767
44259	141	10.0	7.99568
44259	142	42.0	7.37572
44259	143	0.19	9.5376
44259	144	400.0	6.39783
44259	145	0.18	9.55284
44259	146	120.0	6.92046
44259	147	140.0	6.85356
44259	148	470.0	6.32781
44259	149	56.0	7.25104
44259	150	860.0	6.06545
44259	151	750.0	6.12488
44259	152	4500.0	5.34678
44259	153	440.0	6.35645
44259	154	0.57	9.17393
44259	155	7.1	8.14267
44259	156	6.3	8.19382
44259	157	0.57	9.17393
44259	158	1.2	8.88606
44259	159	10.0	7.99568
44259	160	1.7	8.74473
44259	161	0.14	9.61979
44259	162	3.2	8.48149
44259	163	1.9	8.69897
44259	164	19.0	7.71897
44259	165	10000.0	5.0
44259	166	1.3	8.85387
44259	167	2.5	8.58503
44259	168	190.0	6.72102
44259	169	200.0	6.69875
44259	170	910.0	6.04091
44259	171	0.77	9.06048
44259	172	4.8	8.3098
44259	173	26.0	7.58336
44259	174	8.5	8.0655
44259	175	32.0	7.49349
44259	176	360.0	6.44358
44259	177	220.0	6.65738
44259	178	3.5	8.4437
44259	179	10000.0	5.0
44259	180	28.0	7.55129
44259	181	10000.0	5.0
44259	182	5200.0	5.28399
44259	183	0.28	9.42022
44259	184	0.24	9.46852
44259	185	30.0	7.52143
44259	186	890.0	6.05056
44259	187	69.0	7.16052
44259	188	190.0	6.72102
44259	189	1.3	8.85387
44259	190	0.024	9.90658
44259	191	90.0	7.04528
44259	192	86.0	7.065
44259	193	5.5	8.25181
44259	194	67.0	7.17328
44259	195	270.0	6.56848
44259	196	14.0	7.85078
44259	197	67.0	7.17328
44259	198	0.22	9.49485
44259	199	0.89	9.00436
44259	200	2000.0	5.69895
44259	201	10000.0	5.0
44259	202	140.0	6.85356
44259	203	16.0	7.79317
44259	204	4.7	8.31876
44259	205	16.0	7.79317
44259	206	1000.0	5.99996
44259	207	3.8	8.40894
44259	208	17.0	7.767
44259	209	61.0	7.21396
44259	210	3100.0	5.50862
44259	211	9.9	8.0
44259	212	0.79	9.05061
44259	213	1.2	8.88606
44259	214	220.0	6.65738
44259	215	10000.0	5.0
44259	216	1600.0	5.79585
44259	217	10000.0	5.0
44259	218	13.0	7.88273
44259	219	110.0	6.95821
44259	220	10000.0	5.0
44259	221	44.0	7.35556
44259	222	10000.0	5.0
44259	223	10000.0	5.0
44259	224	240.0	6.61961
44259	225	42.0	7.37572
123631	0	10000.0	5.0
123631	1	10000.0	5.0
123631	2	1600.0	5.79585
123631	3	10000.0	5.0
123631	4	10000.0	5.0
123631	5	10000.0	5.0
123631	6	10000.0	5.0
123631	7	10000.0	5.0
123631	8	10000.0	5.0
123631	9	10000.0	5.0
123631	10	10000.0	5.0
123631	11	10000.0	5.0
123631	12	10000.0	5.0
123631	13	10000.0	5.0
123631	14	10000.0	5.0
123631	15	10000.0	5.0
123631	16	1800.0	5.7447
123631	17	10000.0	5.0
123631	18	10000.0	5.0
123631	19	10000.0	5.0
123631	20	10000.0	5.0
123631	21	10000.0	5.0
123631	22	10000.0	5.0
123631	23	10000.0	5.0
123631	24	10000.0	5.0
123631	25	10000.0	5.0
123631	26	10000.0	5.0
123631	27	10000.0	5.0
123631	28	10000.0	5.0
123631	29	10000.0	5.0
123631	30	10000.0	5.0
123631	31	10000.0	5.0
123631	32	10000.0	5.0
123631	33	10000.0	5.0
123631	34	10000.0	5.0
123631	35	10000.0	5.0
123631	36	10000.0	5.0
123631	37	10000.0	5.0
123631	38	610.0	6.2146
123631	39	10000.0	5.0
123631	40	10000.0	5.0
123631	41	10000.0	5.0
123631	42	10000.0	5.0
123631	43	10000.0	5.0
123631	44	10000.0	5.0
123631	45	10000.0	5.0
123631	46	800.0	6.09686
123631	47	10000.0	5.0
123631	48	10000.0	5.0
123631	49	10000.0	5.0
123631	50	10000.0	5.0
123631	51	10000.0	5.0
123631	52	10000.0	5.0
123631	53	10000.0	5.0
123631	54	3200.0	5.49484
123631	55	430.0	6.36643
123631	56	10000.0	5.0
123631	57	10000.0	5.0
123631	58	10000.0	5.0
123631	59	10000.0	5.0
123631	60	10000.0	5.0
123631	61	10000.0	5.0
123631	62	10000.0	5.0
123631	63	5700.0	5.24412
123631	64	10000.0	5.0
123631	65	10000.0	5.0
123631	66	10000.0	5.0
123631	67	10000.0	5.0
123631	68	6900.0	5.16114
123631	69	3800.0	5.4202
123631	70	10000.0	5.0
123631	71	10000.0	5.0
123631	72	140.0	6.85356
123631	73	10000.0	5.0
123631	74	5500.0	5.25963
123631	75	1500.0	5.82388
123631	76	10000.0	5.0
123631	77	1800.0	5.7447
123631	78	1300.0	5.88602
123631	79	10000.0	5.0
123631	80	10000.0	5.0
123631	81	3500.0	5.45592
123631	82	790.0	6.10232
123631	83	410.0	6.38711
123631	84	10000.0	5.0
123631	85	10000.0	5.0
123631	86	1600.0	5.79585
123631	87	10000.0	5.0
123631	88	10000.0	5.0
123631	89	10000.0	5.0
123631	90	10000.0	5.0
123631	91	10000.0	5.0
123631	92	10000.0	5.0
123631	93	10000.0	5.0
123631	94	10000.0	5.0
123631	95	10000.0	5.0
123631	96	5100.0	5.29242
123631	97	10000.0	5.0
123631	98	13.0	7.88273
123631	99	10000.0	5.0
123631	100	10000.0	5.0
123631	101	10000.0	5.0
123631	102	4400.0	5.35654
123631	103	10000.0	5.0
123631	104	10000.0	5.0
123631	105	10000.0	5.0
123631	106	10000.0	5.0
123631	107	10000.0	5.0
123631	108	10000.0	5.0
123631	109	69.0	7.16052
123631	110	1500.0	5.82388
123631	111	540.0	6.26753
123631	112	10000.0	5.0
123631	113	10000.0	5.0
123631	114	10000.0	5.0
123631	115	10000.0	5.0
123631	116	10000.0	5.0
123631	117	1700.0	5.76953
123631	118	3200.0	5.49484
123631	119	10000.0	5.0
123631	120	630.0	6.20059
123631	121	10000.0	5.0
123631	122	10000.0	5.0
123631	123	10000.0	5.0
123631	124	470.0	6.32781
123631	125	10000.0	5.0
123631	126	10000.0	5.0
123631	127	10000.0	5.0
123631	128	10000.0	5.0
123631	129	10000.0	5.0
123631	130	10000.0	5.0
123631	131	10000.0	5.0
123631	132	10000.0	5.0
123631	133	10000.0	5.0
123631	134	10000.0	5.0
123631	135	10000.0	5.0
123631	136	10000.0	5.0
123631	137	10000.0	5.0
123631	138	10000.0	5.0
123631	139	290.0	6.53745
123631	140	1200.0	5.92078
123631	141	10000.0	5.0
123631	142	10000.0	5.0
123631	143	10000.0	5.0
123631	144	10000.0	5.0
123631	145	10000.0	5.0
123631	146	10000.0	5.0
123631	147	10000.0	5.0
123631	148	10000.0	5.0
123631	149	10000.0	5.0
123631	150	10000.0	5.0
123631	151	10000.0	5.0
123631	152	10000.0	5.0
123631	153	10000.0	5.0
123631	154	10000.0	5.0
123631	155	10000.0	5.0
123631	156	10000.0	5.0
123631	157	10000.0	5.0
123631	158	10000.0	5.0
123631	159	10000.0	5.0
123631	160	10000.0	5.0
123631	161	2700.0	5.56862
123631	162	10000.0	5.0
123631	163	10000.0	5.0
123631	164	10000.0	5.0
123631	165	10000.0	5.0
123631	166	10000.0	5.0
123631	167	10000.0	5.0
123631	168	10000.0	5.0
123631	169	10000.0	5.0
123631	170	10000.0	5.0
123631	171	10000.0	5.0
123631	172	10000.0	5.0
123631	173	10000.0	5.0
123631	174	10000.0	5.0
123631	175	10000.0	5.0
123631	176	10000.0	5.0
123631	177	10000.0	5.0
123631	178	10000.0	5.0
123631	179	10000.0	5.0
123631	180	10000.0	5.0
123631	181	10000.0	5.0
123631	182	530.0	6.27564
123631	183	10000.0	5.0
123631	184	10000.0	5.0
123631	185	10000.0	5.0
123631	186	10000.0	5.0
123631	187	10000.0	5.0
123631	188	10000.0	5.0
123631	189	10000.0	5.0
123631	190	920.0	6.03616
123631	191	10000.0	5.0
123631	192	3800.0	5.4202
123631	193	10000.0	5.0
123631	194	10000.0	5.0
123631	195	10000.0	5.0
123631	196	10000.0	5.0
123631	197	10000.0	5.0
123631	198	10000.0	5.0
123631	199	10000.0	5.0
123631	200	10000.0	5.0
123631	201	10000.0	5.0
123631	202	10000.0	5.0
123631	203	10000.0	5.0
123631	204	6900.0	5.16114
123631	205	10000.0	5.0
123631	206	10000.0	5.0
123631	207	10000.0	5.0
123631	208	10000.0	5.0
123631	209	10000.0	5.0
123631	210	10000.0	5.0
123631	211	10000.0	5.0
123631	212	10000.0	5.0
123631	213	10000.0	5.0
123631	214	10000.0	5.0
123631	215	10000.0	5.0
123631	216	10000.0	5.0
123631	217	10000.0	5.0
123631	218	10000.0	5.0
123631	219	10000.0	5.0
123631	220	10000.0	5.0
123631	221	10000.0	5.0
123631	222	10000.0	5.0
123631	223	10000.0	5.0
123631	224	10000.0	5.0
123631	225	10000.0	5.0
126565	0	3.1	8.49485
126565	1	10000.0	5.0
126565	2	6500.0	5.18708
126565	3	75.0	7.12436
126565	4	2500.0	5.60204
126565	5	3800.0	5.4202
126565	6	2200.0	5.65756
126565	7	4400.0	5.35654
126565	8	2100.0	5.67776
126565	9	71.0	7.14813
126565	10	25.0	7.60033
126565	11	56.0	7.25104
126565	12	70.0	7.15428
126565	13	16.0	7.79317
126565	14	16.0	7.79317
126565	15	4.1	8.37675
126565	16	35.0	7.45469
126565	17	16.0	7.79317
126565	18	57.0	7.24336
126565	19	1500.0	5.82388
126565	20	200.0	6.69875
126565	21	10000.0	5.0
126565	22	1700.0	5.76953
126565	23	130.0	6.88572
126565	24	47.0	7.32698
126565	25	470.0	6.32781
126565	26	10.0	7.99568
126565	27	59.0	7.22841
126565	28	8.8	8.05061
126565	29	26.0	7.58336
126565	30	3000.0	5.52286
126565	31	23.0	7.63639
126565	32	15.0	7.82102
126565	33	330.0	6.48135
126565	34	1000.0	5.99996
126565	35	20.0	7.6968
126565	36	35.0	7.45469
126565	37	410.0	6.38711
126565	38	87.0	7.05998
126565	39	8000.0	5.0969
126565	40	530.0	6.27564
126565	41	490.0	6.30972
126565	42	43.0	7.36552
126565	43	430.0	6.36643
126565	44	10.0	7.99568
126565	45	2.8	8.5376
126565	46	210.0	6.67757
126565	47	9.6	8.01323
126565	48	44.0	7.35556
126565	49	10000.0	5.0
126565	50	3.0	8.50864
126565	51	110.0	6.95821
126565	52	260.0	6.58486
126565	53	10000.0	5.0
126565	54	10000.0	5.0
126565	55	10000.0	5.0
126565	56	10000.0	5.0
126565	57	10000.0	5.0
126565	58	10000.0	5.0
126565	59	2600.0	5.58501
126565	60	970.0	6.01318
126565	61	80.0	7.09637
126565	62	63.0	7.19997
126565	63	82.0	7.08566
126565	64	10000.0	5.0
126565	65	510.0	6.29234
126565	66	400.0	6.39783
126565	67	840.0	6.07567
126565	68	240.0	6.61961
126565	69	5.0	8.29243
126565	70	20.0	7.6968
126565	71	22.0	7.65561
126565	72	1400.0	5.85384
126565	73	790.0	6.10232
126565	74	160.0	6.79561
126565	75	5900.0	5.22914
126565	76	260.0	6.58486
126565	77	10000.0	5.0
126565	78	5200.0	5.28399
126565	79	6900.0	5.16114
126565	80	10000.0	5.0
126565	81	10000.0	5.0
126565	82	5500.0	5.25963
126565	83	1400.0	5.85384
126565	84	9800.0	5.00877
126565	85	10000.0	5.0
126565	86	10000.0	5.0
126565	87	1100.0	5.95857
126565	88	5.7	8.23657
126565	89	1100.0	5.95857
126565	90	370.0	6.43168
126565	91	310.0	6.5085
126565	92	660.0	6.18039
126565	93	730.0	6.13662
126565	94	1800.0	5.7447
126565	95	120.0	6.92046
126565	96	8.5	8.0655
126565	97	84.0	7.0752
126565	98	7.3	8.13077
126565	99	4.1	8.37675
126565	100	12.0	7.91721
126565	101	1300.0	5.88602
126565	102	270.0	6.56848
126565	103	370.0	6.43168
126565	104	38.0	7.41908
126565	105	4200.0	5.37674
126565	106	9.0	8.04096
126565	107	12.0	7.91721
126565	108	1100.0	5.95857
126565	109	6.1	8.20761
126565	110	16.0	7.79317
126565	111	1.7	8.74473
126565	112	290.0	6.53745
126565	113	10000.0	5.0
126565	114	3.7	8.42022
126565	115	2.3	8.61979
126565	116	11.0	7.95468
126565	117	320.0	6.49471
126565	118	12.0	7.91721
126565	119	380.0	6.4201
126565	120	430.0	6.36643
126565	121	1600.0	5.79585
126565	122	10000.0	5.0
126565	123	57.0	7.24336
126565	124	5.7	8.23657
126565	125	110.0	6.95821
126565	126	230.0	6.63808
126565	127	83.0	7.0804
126565	128	14.0	7.85078
126565	129	49.0	7.30892
126565	130	120.0	6.92046
126565	131	3.5	8.4437
126565	132	3.9	8.39794
126565	133	3.8	8.40894
126565	134	44.0	7.35556
126565	135	26.0	7.58336
126565	136	32.0	7.49349
126565	137	480.0	6.31867
126565	138	80.0	7.09637
126565	139	56.0	7.25104
126565	140	1.4	8.82391
126565	141	3.5	8.4437
126565	142	1000.0	5.99996
126565	143	3.0	8.50864
126565	144	8200.0	5.08618
126565	145	2.4	8.60206
126565	146	760.0	6.11913
126565	147	230.0	6.63808
126565	148	29.0	7.53611
126565	149	220.0	6.65738
126565	150	2500.0	5.60204
126565	151	4900.0	5.3098
126565	152	4000.0	5.39793
126565	153	8000.0	5.0969
126565	154	30.0	7.52143
126565	155	35.0	7.45469
126565	156	24.0	7.61798
126565	157	9.9	8.0
126565	158	24.0	7.61798
126565	159	350.0	6.45581
126565	160	3.4	8.45593
126565	161	1.7	8.74473
126565	162	200.0	6.69875
126565	163	250.0	6.60189
126565	164	220.0	6.65738
126565	165	10000.0	5.0
126565	166	5.3	8.26761
126565	167	1.8	8.72125
126565	168	220.0	6.65738
126565	169	330.0	6.48135
126565	170	2300.0	5.63825
126565	171	1.5	8.79588
126565	172	140.0	6.85356
126565	173	1800.0	5.7447
126565	174	100.0	6.99957
126565	175	370.0	6.43168
126565	176	120.0	6.92046
126565	177	550.0	6.25956
126565	178	41.0	7.38616
126565	179	10000.0	5.0
126565	180	20.0	7.6968
126565	181	10000.0	5.0
126565	182	640.0	6.19375
126565	183	56.0	7.25104
126565	184	71.0	7.14813
126565	185	26.0	7.58336
126565	186	960.0	6.01768
126565	187	290.0	6.53745
126565	188	1200.0	5.92078
126565	189	69.0	7.16052
126565	190	35.0	7.45469
126565	191	10000.0	5.0
126565	192	640.0	6.19375
126565	193	10.0	7.99568
126565	194	51.0	7.29158
126565	195	19.0	7.71897
126565	196	9.5	8.01773
126565	197	2.9	8.52288
126565	198	86.0	7.065
126565	199	18.0	7.74232
126565	200	120.0	6.92046
126565	201	540.0	6.26753
126565	202	630.0	6.20059
126565	203	64.0	7.19314
126565	204	5.4	8.25964
126565	205	6.6	8.17393
126565	206	2100.0	5.67776
126565	207	14.0	7.85078
126565	208	14.0	7.85078
126565	209	6.5	8.18046
126565	210	910.0	6.04091
126565	211	1000.0	5.99996
126565	212	60.0	7.22113
126565	213	4.9	8.30103
126565	214	220.0	6.65738
126565	215	10000.0	5.0
126565	216	1200.0	5.92078
126565	217	7900.0	5.10237
126565	218	2100.0	5.67776
126565	219	97.0	7.01278
126565	220	6700.0	5.17392
126565	221	16.0	7.79317
126565	222	10000.0	5.0
126565	223	10000.0	5.0
126565	224	3500.0	5.45592
126565	225	370.0	6.43168
151194	0	10000.0	5.0
151194	1	10000.0	5.0
151194	2	10000.0	5.0
151194	3	10000.0	5.0
151194	4	10000.0	5.0
151194	5	10000.0	5.0
151194	6	10000.0	5.0
151194	7	10000.0	5.0
151194	8	10000.0	5.0
151194	9	10000.0	5.0
151194	10	10000.0	5.0
151194	11	10000.0	5.0
151194	12	10000.0	5.0
151194	13	10000.0	5.0
151194	14	10000.0	5.0
151194	15	10000.0	5.0
151194	16	10000.0	5.0
151194	17	10000.0	5.0
151194	18	10000.0	5.0
151194	19	10000.0	5.0
151194	20	10000.0	5.0
151194	21	10000.0	5.0
151194	22	2400.0	5.61977
151194	23	10000.0	5.0
151194	24	10000.0	5.0
151194	25	10000.0	5.0
151194	26	10000.0	5.0
151194	27	10000.0	5.0
151194	28	10000.0	5.0
151194	29	10000.0	5.0
151194	30	10000.0	5.0
151194	31	10000.0	5.0
151194	32	10000.0	5.0
151194	33	10000.0	5.0
151194	34	10000.0	5.0
151194	35	10000.0	5.0
151194	36	10000.0	5.0
151194	37	10000.0	5.0
151194	38	10000.0	5.0
151194	39	4500.0	5.34678
151194	40	10000.0	5.0
151194	41	10000.0	5.0
151194	42	10000.0	5.0
151194	43	10000.0	5.0
151194	44	10000.0	5.0
151194	45	10000.0	5.0
151194	46	10000.0	5.0
151194	47	10000.0	5.0
151194	48	10000.0	5.0
151194	49	10000.0	5.0
151194	50	10000.0	5.0
151194	51	45.0	7.34582
151194	52	10000.0	5.0
151194	53	10000.0	5.0
151194	54	10000.0	5.0
151194	55	10000.0	5.0
151194	56	10000.0	5.0
151194	57	10000.0	5.0
151194	58	10000.0	5.0
151194	59	10000.0	5.0
151194	60	10000.0	5.0
151194	61	10000.0	5.0
151194	62	10000.0	5.0
151194	63	10000.0	5.0
151194	64	10000.0	5.0
151194	65	270.0	6.56848
151194	66	10000.0	5.0
151194	67	10000.0	5.0
151194	68	10000.0	5.0
151194	69	10000.0	5.0
151194	70	10000.0	5.0
151194	71	10000.0	5.0
151194	72	10000.0	5.0
151194	73	10000.0	5.0
151194	74	10000.0	5.0
151194	75	10000.0	5.0
151194	76	10000.0	5.0
151194	77	10000.0	5.0
151194	78	10000.0	5.0
151194	79	10000.0	5.0
151194	80	10000.0	5.0
151194	81	10000.0	5.0
151194	82	10000.0	5.0
151194	83	10000.0	5.0
151194	84	10000.0	5.0
151194	85	10000.0	5.0
151194	86	10000.0	5.0
